agent_id,socioeconomic_status,household_id
8608895519044431263,0.8871603896995414,2185675649367336376
1105420178060062646,0.5628992861600697,3891241611985988359
157583724019887832,0.5034157710939899,7092686787300517935
4211364624498445119,0.25145232844965526,3459317007140150159
7291370715930012992,1.4173345317239456,4024277559071678935
2469623212774221070,1.9399636070811268,828876242000325724
7244779340696923316,3.930950005677024,7990744535575880550
8198806582385567063,0.5609026546242324,2185675649367336376
9204507559540794515,1.1117481534335083,7384157686721883358
6278103206994132190,0.3429190112594371,3891241611985988359
