agent_id,socioeconomic_status,household_id
167292599669058184,0.17574085114582755,6173157366579916076
1249327180368884901,1.4561471496725062,4300415243199068984
5542658462316526135,0.44637015267092583,4300415243199068984
3274414610332556813,0.24214949799095686,8692655199680041659
1512444962072696669,1.5357377007601056,8692655199680041659
1797797664273657041,0.5736983744578908,8692655199680041659
7432995516210717239,0.5140604156939206,8692655199680041659
8644482405012045711,0.22527546568465776,6173157366579916076
4565116611080238628,0.809657205968619,6173157366579916076
3134069764709432243,4.482827514494854,8692655199680041659
2636653494607892287,1.8185792785823898,4300415243199068984
9056520711831019268,0.3955823177005983,8306818337229202101
1712952904937888733,0.5532798729586863,6173157366579916076
4471680944309642907,0.5300887326018209,4300415243199068984
5803229297720867268,2.1726502978346574,6173157366579916076
2752691226302720998,0.47608070101170746,8306818337229202101
541561920985360599,0.4670145141752861,4300415243199068984
5501391539623841697,0.5422329303223817,6173157366579916076
4220610434120988462,0.18780730279034105,4300415243199068984
6356654599833935579,1.3506817174931465,8306818337229202101
