agent_id,socioeconomic_status,household_id
6049521960344641982,0.25109803173139206,7340821949535805887
6763809029394057897,0.5682545513421271,7340821949535805887
3199454641026992219,0.9055038066236696,7092686787300517935
6375426380529303667,0.18092685478335457,8742297127985378901
1052971792647907569,0.822691170643323,7990744535575880550
3219700226680981449,0.3212242955006489,7340821949535805887
4237919380788690466,0.39463208890796686,7990744535575880550
7338463587296278151,0.4269813301123712,7340821949535805887
8293118091763985254,0.35593104621717975,7092686787300517935
5365341903814566991,0.47906833207249755,7990744535575880550
6194618522311470537,0.255804661452693,8742297127985378901
3064304136410128793,0.8642727904687671,7092686787300517935
1559983501191855338,0.2505456231581082,7340821949535805887
3217432972921225982,1.775618867506362,7092686787300517935
3493086850808808200,3.858888025852935,8742297127985378901
6420001800299337092,1.0294220258678657,8742297127985378901
1211942972960712913,0.36873217749001186,7340821949535805887
7248172894255258829,0.5863456959375417,7340821949535805887
4211364624498445119,0.4586621478176552,7092686787300517935
6238856559970940751,1.8150929047016147,7340821949535805887
