agent_id,socioeconomic_status,household_id
398305606841036320,1.2234814692374627,6054155800721762571
285714777844831650,1.1578604268324144,3459317007140150159
6002925807315755090,0.5169109635688426,8742297127985378901
3266391776279447415,0.5069271437455137,7340821949535805887
5624008716665601964,0.8168397226095819,5542631463289407409
1266398707720674710,0.13898717723120008,7990744535575880550
1625774215923395215,0.15402767403758205,4024277559071678935
3244444769664681815,0.44935220011519683,2957405006237945590
3270006082208727373,1.498663017601221,8043950874947587650
6097267106505384649,0.4523282938521787,3459317007140150159
2158894456895856993,1.134110562390601,3459317007140150159
6142437044517067320,2.9050582538264025,8303532015731441184
4885472938211510446,0.7662369307242919,7944012995214866881
3701478151425982937,0.25592028069548567,4538498156523824616
7677049920312299699,5.334971634443515,4024277559071678935
4267444925165472401,0.43570391641250356,6955057829862206057
5747983627058027161,0.22028836474696176,2957405006237945590
4962736117375168396,1.200437471202899,2185675649367336376
6580832196683830176,0.5169325042122417,2185675649367336376
6148937549381973839,2.989932348184893,3891241611985988359
283289181405994301,0.2893981528631257,4024277559071678935
4691536075378404389,1.3614853577433657,2957405006237945590
705151711888511727,1.410700925820498,2185675649367336376
8392576148300243067,2.1083094710184773,2185675649367336376
2387679181412220142,0.4103476683303726,6054155800721762571
7196931041696541079,0.29611160568285966,7340821949535805887
6431764132967450727,0.19971763473231174,1798191232584259801
1227879996603220239,0.6751862122174352,8584440785429754552
9083496643748096552,1.316655829477904,1525343331265488212
3301824586519499676,1.0288742848768089,8303532015731441184
